Sentence #,Word,Tag
,با,O
,مرکز,O
,داوری,O
,اطاق,B_ORG
,بازرگانی,I_ORG
,ایران,I_ORG
,و,O
,بررسی,O
,لایحه,O
,جامع,O
,داوری,O
,در,O
,اصفهان,B_LOC
,برگزار,O
,شد,O
,.,O
Sentence: 383,این,O
,همایش,O
,یک روزه,O
,با,O
,عنوان,O
,«,O
,بررسی,O
,پیش نویس,O
,لایحه,O
,جامع,O
,داوری,O
,»,O
,جهت,O
,هم اندیشی,O
,و,O
,تبادل,O
,نظر,O
,پیرامون,O
,حل,O
,و,O
,فصل,O
,اختلافات,O
,تجار,O
,داخلی,O
,و,O
,بین المللی,O
,،,O
,با,O
,حضور,O
,تنی چند,O
,از,O
,مسوولان,O
,عالی,O
,قوه,B_ORG
,قضاییه,I_ORG
,،,O
,معاونان,O
,اجتماعی,O
,و,O
,پیشگیری,O
,از,O
,وقوع,O
,جرم,O
,دادگستری های,O
,سراسر,O
,کشور,O
,و,O
,صاحب,O
,نظران,O
,این,O
,حوزه,O
,به,O
,همت,O
,معاونت,B_ORG
,اجتماعی,I_ORG
,و,I_ORG
,پیشگیری,I_ORG
,از,I_ORG
,وقوع,I_ORG
,جرم,I_ORG
,قوه,I_ORG
,قضاییه,I_ORG
,،,O
,در,O
,اتاق,B_ORG
,بازرگانی,I_ORG
,اصفهان,I_ORG
,برگزار,O
,شد,O
,.,O
Sentence: 384,7150,O
,/,O
,6022,O
,انتهای,O
,پیام,O
,/,O
,*,O
,اجتماعی,O
,قوه,B_ORG
,قضاییه,I_ORG
,اصفهان,B_LOC
,ارتباط,O
,با,O
,سردبیر,O
,:,O
,newsroom@irna.ir,O
,تماس,O
,بی واسطه,O
,با,O
,مسیولین,O
Sentence: 385,نفرات,O
,برتر,O
,مسابقات,O
,وودبال,O
,و,O
,بهکاپ,O
,قهرمانی,O
,استان,O
,مشخص,O
,شدند,O
,کرمانشاه,B_LOC
,-,O
,ایرنا,B_ORG
,-,O
,رییس,O
,هیات,B_ORG
,گلف,I_ORG
,استان,I_ORG
,کرمانشاه,I_ORG
,از,O
,معرفی,O
,نفرات,O
,برتر,O
,دومین,O
,دوره,O
,مسابقات,O
,وودبال,O
,و,O
,بهکاپ,O
,قهرمانی,O
,استان,O
,خبر,O
,داد,O
,.,O
Sentence: 386,الهام,B_PER
,اکبری,I_PER
,روز,B_DAT
,پنجشنبه,I_DAT
,در,O
,گفت و گو,O
,با,O
,خبرنگار,O
,ایرنا,B_ORG
,اظهار,O
,کرد,O
,:,O
,این,O
,رقابت ها,O
,صبح,B_TIM
,امروز,I_TIM
,در,O
,زمین,B_LOC
,چمن,I_LOC
,دانشگاه,I_LOC
,رازی,I_LOC
,کرمانشاه,I_LOC
,و,O
,به,O
,مناسب,O
,روز,O
,ملی,O
,خلیج,B_LOC
,فارس,I_LOC
,با,O
,حضور,O
,50,O
,ورزشکار,O
,در,O
,دو,O
,رشته,O
,وودبال,O
,و,O
,بهکاپ,O
,برگزار,O
,شد,O
,.,O
Sentence: 387,وی,O
,افزود,O
,:,O
,در,O
,رشته,O
,وودبال,O
,که,O
,30,O
,ورزشکار,O
,حضور,O
,داشتند,O
,پویا,B_PER
,همتی,I_PER
,،,O
,علی,B_PER
,سایه,I_PER
,وند,I_PER
,و,O
,عابدین,B_PER
,مرادی,I_PER
,توانستند,O
,با,O
,کسب,O
,بیشترین,O
,امتیازات,O
,به,O
,مقام,O
,اول,O
,تا,O
,سوم,O
,دست,O
,پیدا,O
,کنند,O
,.,O
Sentence: 388,اکبری,B_PER
,خاطرنشان,O
,کرد,O
,:,O
,در,O
,رشته,O
,بهکاپ,O
,نیز,O
,که,O
,با,O
,حضور,O
,20,O
,ورزشکار,O
,برگزار,O
,شد,O
,،,O
,مژده,B_PER
,حاجیان,I_PER
,،,O
,زهرا,B_PER
,فلاحی,I_PER
,و,O
,فرزاد,B_PER
,مظفری,I_PER
,براساس,O
,مجموع,O
,امتیازات,O
,کسب,O
,شده,O
,عناوین,O
,اول,O
,تا,O
,سوم,O
,را,O
,بدست,O
,آوردند,O
,.,O
Sentence: 389,رییس,O
,هیات,B_ORG
,گلف,I_ORG
,استان,I_ORG
,کرمانشاه,I_ORG
,در,O
,ادامه,O
,با,O
,بیان,O
,اینکه,O
,وودبال,O
,از,O
,دو,O
,سال,O
,پیش,O
,فعالیت,O
,خود را,O
,در,O
,کرمانشاه,B_LOC
,آغاز,O
,کرده,O
,،,O
,گفت,O
,:,O
,اسفندماه,B_DAT
,سال,I_DAT
,گذشته,I_DAT
,تیم,B_ORG
,وودبال,I_ORG
,استان,I_ORG
,مقام,O
,چهارم,O
,کشور,O
,و,O
,کاپ,O
,اخلاق,O
,مسابقات,O
,را,O
,کسب,O
,کرد,O
,.,O
Sentence: 390,وی,O
,گفت,O
,:,O
,همچنین,O
,سال,B_DAT
,گذشته,I_DAT
,میزبان,O
,60,O
,مربی,O
,رشته,O
,وودبال,O
,از,O
,سراسر,O
,کشور,O
,در,O
,یک,O
,دوره,O
,آموزشی,O
,بودیم,O
,.,O
Sentence: 391,اکبری,B_PER
,در,O
,خصوص,O
,رشته,O
,بهکاپ,O
,نیز,O
,گفت,O
,:,O
,این,O
,رشته,O
,از,O
,حدود,O
,یکسال,O
,پیش,O
,به,O
,زیر,O
,مجموعه,O
,گلف,O
,اضافه,O
,و,O
,از,O
,چهار,B_DAT
,ماه,I_DAT
,قبل,I_DAT
,نیز,O
,فعالیت,O
,خود را,O
,در,O
,استان,B_LOC
,کرمانشاه,I_LOC
,و,O
,زیرنظر,O
,علی,B_PER
,اشرف,I_PER
,خزایی,I_PER
,به,O
,عنوان,O
,رییس,O
,کمیته,O
,این,O
,رشته,O
,آغاز,O
,نمود,O
,.,O
Sentence: 392,7458/8066,O
,انتهای,O
,پیام,O
,/,O
,*,O
,ورزش,O
,رییس,O
,هیات,B_ORG
,گلف,I_ORG
,کرمانشاه,I_ORG
,الهام,B_PER
,اکبری,I_PER
,ارتباط,O
,با,O
,سردبیر,O
,:,O
,newsroom@irna.ir,O
,تماس,O
,بی واسطه,O
,با,O
,مسیولین,O
Sentence: 393,یادواره,O
,شهید,O
,حسن,B_PER
,شفیع زاده,I_PER
,در,O
,تبریز,B_LOC
,برگزار,O
,شد,O
,تبریز,B_LOC
,-,O
,ایرنا,B_ORG
,-,O
,مراسم,O
,گرامیداشت,O
,سردار,O
,شهید,O
,حسن,B_PER
,شفیع زاده,I_PER
,فرمانده,O
,توپخانه,B_ORG
,سپاه,I_ORG
,پاسداران,I_ORG
,انقلاب,I_ORG
,اسلامی,I_ORG
,با,O
,حضور,O
,مداحان,O
,اهل بیت,O
,عصمت,O
,و,O
,طهارت,O
,(ع),O
,همرزمان,O
,این,O
,شهید,O
,و,O
,مردم,O
,شهید پرور,O
,تبریز,B_LOC
,در,O
,مسجد,O
,جامع,O
,این,O
,شهر,O
,برگزار,O
,شد,O
,.,O
Sentence: 394,به,O
,گزارش,O
,روز,B_DAT
,پنجشنبه,I_DAT
,ایرنا,B_ORG
,،,O
,یکی,O
,از,O
,فرمانده های,O
,هشت,O
,سال,O
,دفاع,O
,مقدس,O
,در,O
,این,O
,مراسم,O
,با,O
,بیان,O
,اینکه,O
,عزت,O
,،,O
,شرف,O
,و,O
,خون,O
,شهدا,O
,را,O
,برای,O
,نان,O
,و,O
,آب,O
,معامله,O
,نمی کنیم,O
,،,O
,گفت,O
,:,O
,تا,O
,زمانی که,O
,در,O
,این,O
,کشور,O
,فرهنگ,O
,عاشورا,O
,و,O
,آرمان های,O
,امام,O
,و,O
,رهبری,O
,و,O
,شهدا,O
,حاکم,O
,است,O
,دوستی,O
,با,O
,آمریکا,B_LOC
,امکان پذیر,O
,نیست,O
,.,O
Sentence: 395,سردار,O
,سرتیپ,O
,محمدجعفر,B_PER
,اسدی,I_PER
,با,O
,بیان,O
,اینکه,O
,ملت,O
,ایران,B_LOC
,هر چه,O
,دارد,O
,از,O
,فرهنگ,O
,عاشورا,O
,،,O
,امام,O
,راحل,O
,و,O
,شهدا,O
,اظهار,O
,داشت,O
,:,O
,شهادت,O
,به,O
,تعبیر,O
,رهبر,O
,انقلاب,O
,بهترین,O
,فرجام ها,O
,است,O
,.,O
Sentence: 396,وی,O
,با,O
,بیان,O
,اینکه,O
,تاکنون,O
,ملت,O
,ایران,B_LOC
,اسلامی,O
,با,O
,توکل,O
,به,O
,خداوند,O
,متعال,O
,،,O
,الگوپذیری,O
,از,O
,اهل بیت,O
,(ع),O
,و,O
,فرهنگ,O
,عاشورا,O
,،,O
,بصیرت,O
,،,O
,ولایتمداری,O
,و,O
,تفکر,O
,بسیجی,O
,در,O
,مقابل,O
,تمام,O
,توطیه های,O
,دشمنان,O
,اسلام,O
,به,O
,خوبی,O
,ایستادگی,O
,کرده,O
,است,O
,،,O
,گفت,O
,:,O
,نباید,O
,برای,O
,نان,O
,و,O
,آب,O
,،,O
,عزت,O
,و,O
,شرف,O
,و,O
,خون,O
,شهدا,O
,را,O
,معامله,O
,کنیم,O
,.,O
Sentence: 397,سردار,B_PER
,اسدی,I_PER
,با,O
,اشاره,O
,به,O
,مصادره,O
,2,B_MON
,میلیارد,I_MON
,دلار,I_MON
,از,O
,اموال,O
,بلوکه,O
,شده,O
,ایران,B_LOC
,توسط,O
,آمریکا,B_LOC
,گفت,O
,:,O
,آمریکا,B_LOC
,در,O
,روز,O
,روشن,O
,از,O
,ما,O
,دزدی,O
,می کند,O
,.,O
Sentence: 398,وی,O
,با,O
,بیان,O
,اینکه,O
,نمی توان,O
,آمریکا,B_LOC
,و,O
,رژیم,B_ORG
,صهیونیستی,I_ORG
,دوست,O
,ایران,B_LOC
,اسلامی,O
,باشند,O
,،,O
,گفت,O
,:,O
,تا,O
,زمانی که,O
,در,O
,این,O
,کشور,O
,فرهنگ,O
,عاشورا,O
,و,O
,آرمان های,O
,امام,O
,و,O
,رهبری,O
,و,O
,شهدا,O
,حاکم,O
,است,O
,دوستی,O
,با,O
,آمریکا,B_LOC
,امکان,O
,پذیرنیست,O
,.,O
Sentence: 399,',O
,حسن,B_PER
,شفیع زاده,I_PER
,',O
,در,O
,مرداد,B_DAT
,سال,I_DAT
,1336,I_DAT
,در,O
,یک,O
,خانواده,O
,مذهبی,O
,در,O
,شهرستان,B_LOC
,تبریز,I_LOC
,متولد,O
,شد,O
,و,O
,تحت,O
,تربیت,O
,پدر,O
,و,O
,مادری,O
,مومن,O
,،,O
,متدین,O
,و,O
,مقلد,O
,امام,O
,پرورش,O
,یافت,O
,.,O
Sentence: 400,حسن,B_PER
,شفیع زاده,I_PER
,موسس,O
,توپخانه,B_ORG
,سپاه,I_ORG
,است,O
,که,O
,با,O
,شروع,O
,تحمیلی,O
,و,O
,محاصره,O
,آبادان,O
,،,O
,با,O
,یک,O
,دسته,O
,خمپاره انداز,O
,که,O
,تحت,O
,مسیولیت,O
,شهید,O
,باکری,B_PER
,اداره,O
,می شد,O
,به,O
,جبهه های,O
,جنوب,O
,شتافت,O
,.,O
Sentence: 401,بعدها,O
,با,O
,تلاش,O
,بی وقفه,O
,و,O
,شبانه روزی,O
,خود,O
,قبضه های,O
,غنیمتی,O
,را,O
,در,O
,قالب,O
,توپخانه های,O
,لشکری,O
,و,O
,گردان های,O
,مستقل,O
,توپخانه,O
,به سرعت,O
,سازماندهی,O
,کرد,O
,.,O
Sentence: 402,شهید,B_PER
,شفیع زاده,I_PER
,در,O
,تاریخ,O
,هشتم,B_DAT
,اردیبهشت ماه,I_DAT
,66,I_DAT
,در,O
,منطقه,B_LOC
,عملیاتی,I_LOC
,کربلای,I_LOC
,10,I_LOC
,در,O
,شمال,O
,غرب,O
,(,O
,منطقه,B_LOC
,عمومی,I_LOC
,ماووت,I_LOC
,),O
,در,O
,حالی,O
,که,O
,عازم,O
,خط,O
,مقدم,O
,جبهه,O
,بود,O
,،,O
,خودروی,O
,وی,O
,مورد,O
,اصابت,O
,ترکش,O
,گلوله,O
,توپ,O
,دشمن,O
,قرار,O
,گرفت,O
,و,O
,به,O
,آرزوی,O
,دیرینه,O
,خود,O
,نایل,O
,و,O
,به,O
,دیدار,O
,معشوق,O
,شتافت,O
,.,O
Sentence: 403,6132/518,O
,انتهای,O
,پیام,O
,/,O
,*,O
,سیاسی,O
,ما,O
,و,O
,شهدا,O
,شهید,O
,ارتباط,O
,با,O
,سردبیر,O
,:,O
,newsroom@irna.ir,O
,تماس,O
,بی واسطه,O
,با,O
,مسیولین,O
Sentence: 404,رییس,O
,کنگره,B_ORG
,ملی,I_ORG
,کردهای,I_ORG
,فیلی,I_ORG
,عراق,I_ORG
,:,O
,نام,O
,خلیج,B_LOC
,فارس,I_LOC
,تغییر,O
,نیافتنی,O
,است,O
,قشم,B_LOC
,-,O
,ایرنا,B_ORG
,-,O
,عضو,O
,هیات رییسه,O
,مجمع,O
,عمومی,O
,مجمع,B_ORG
,تقریب,I_ORG
,مذاهب,I_ORG
,و,O
,رییس,O
,کنگره,B_ORG
,ملی,I_ORG
,کردهای,I_ORG
,فیلی,I_ORG
,عراق,I_ORG
,،,O
,گفت,O
,:,O
,نام,O
,پرآوازه,O
,خلیج,B_LOC
,فارس,I_LOC
,هزاران,O
,سال,O
,قدمت,O
,دارد,O
,و,O
,این,O
,نام,O
,تغییر,O
,نیافتنی,O
,است,O
,.,O
Sentence: 405,محمدسعید,B_PER
,نعمانی,I_PER
,روز,B_DAT
,پنجشنبه,I_DAT
,در,O
,همایش,O
,بین المللی,O
,«,O
,خلیج,B_LOC
,فارس,I_LOC
,،,O
,ظرفیت ها,O
,و,O
,چالش های,O
,پیش,O
,روی,O
,»,O
,در,O
,محل,O
,پارک,B_LOC
,زیست,I_LOC
,فناوری,I_LOC
,خلیج,I_LOC
,فارس,I_LOC
,جزیره,I_LOC
,قشم,I_LOC
,،,O
,افزود,O
,:,O
,تلاش,O
,برای,O
,تغییر,O
,این,O
,نام,O
,،,O
,اقدامی,O
,بیهوده,O
,و,O
,ناشی,O
,از,O
,جهل,O
,سران,O
,برخی,O
,کشورهای,O
,حاشیه,O
,این,O
,خلیج,O
,است,O
,و,O
,در,O
,این,O
,ارتباط,O
,برخی,O
,کشورها,O
,بازیچه,O
,کشورهای,O
,استکباری,O
,شده اند,O
,و,O
,انگلیس,B_LOC
,و,O
,رسانه هایی,O
,مانند,O
,بی.بی.سی.,B_ORG
,آتش بیار,O
,این,O
,معرکه,O
,هستند,O
,.,O
Sentence: 406,وی,O
,ادامه,O
,داد,O
,:,O
,عنوان,O
,کردن,O
,مسایل,O
,غیرواقعی,O
,نشان,O
,از,O
,جهل,O
,سران,O
,برخی,O
,کشورهای,O
,حاشیه,O
,خلیج,B_LOC
,فارس,I_LOC
,دارد,O
,و,O
,از,O
,این,O
,رهگذر,O
,کشورهای,O
,استعماری,O
,،,O
,مسلمانان,O
,را,O
,چپاول,O
,می کنند,O
,.,O
Sentence: 407,رییس,O
,کنگره,B_ORG
,ملی,I_ORG
,کردهای,I_ORG
,فیلی,I_ORG
,عراق,I_ORG
,تاکید,O
,کرد,O
,:,O
,این,O
,در,O
,حالی,O
,است,O
,که,O
,کشورهای,O
,اسلامی,O
,باید,O
,با,O
,وحدت,O
,رویه,O
,به دنبال,O
,استفاده,O
,از,O
,ظرفیت های,O
,این,O
,منطقه,O
,راهبردی,O
,جهان,B_LOC
,باشند,O
,.,O
Sentence: 408,وی,O
,یادآوری,O
,کرد,O
,:,O
,در,O
,این,O
,بین,O
,برخی,O
,کشورهای,O
,استکباری,O
,نیز,O
,با,O
,حضور,O
,نظامی,O
,در,O
,منطقه,O
,،,O
,ایران,B_LOC
,حامی,O
,دموکراسی,O
,،,O
,صلح,O
,و,O
,ثبات,O
,را,O
,دشمن,O
,مسلمانان,O
,جلوه,O
,می دهند,O
,.,O
Sentence: 409,وی,O
,با,O
,بیان,O
,اینکه,O
,عملکرد,O
,گروهک,B_ORG
,تروریستی,I_ORG
,داعش,I_ORG
,با,O
,هیچ,O
,اندیشه ای,O
,سازگار,O
,نیست,O
,،,O
,ادامه,O
,داد,O
,:,O
,کشورهای,O
,اسلامی,O
,باید,O
,با,O
,خرد,O
,و,O
,اندیشه,O
,اسلامی,O
,مشکلات,O
,خود را,O
,حل,O
,کنند,O
,.,O
Sentence: 410,نعمانی,B_PER
,گفت,O
,:,O
,وحدتی,O
,که,O
,در,O
,بین,O
,مردم,O
,شیعه,O
,و,O
,سنی,O
,قشم,B_LOC
,حاکم,O
,است,O
,می تواند,O
,الهام,O
,بخش,O
,تمام,O
,کشورهای,O
,اسلامی,O
,باشد,O
,.,O
Sentence: 411,*,O
,**,O
,ظرفیت ها,O
,و,O
,چالش های,O
,خلیج,B_LOC
,فارس,I_LOC
,شناخته,O
,و,O
,تبیین,O
,شود,O
,دبیر,O
,کمیسیون,B_ORG
,حقوق,I_ORG
,بشر,I_ORG
,اسلامی,I_ORG
,ایران,I_ORG
,نیز,O
,در,O
,بخش های,O
,جانبی,O
,این,O
,همایش,O
,اظهار,O
,کرد,O
,:,O
,باید,O
,ظرفیت ها,O
,و,O
,چالش های,O
,خلیج,B_LOC
,فارس,I_LOC
,شناخته,O
,و,O
,تبیین,O
,شود,O
,.,O
Sentence: 412,محمدحسن,B_PER
,ضیایی فر,I_PER
,اضافه,O
,کرد,O
,:,O
,در,O
,این,O
,ارتباط,O
,باید,O
,توجه,O
,داشت,O
,که,O
,خلیج,B_LOC
,فارس,I_LOC
,یک,O
,آبراه,O
,بسته,O
,است,O
,و,O
,نمی توان,O
,قوانین,O
,آبراه های,O
,آزاد,O
,را,O
,در,O
,این,O
,منطقه,O
,اعمال,O
,کرد,O
,.,O
Sentence: 413,وی,O
,ادامه,O
,داد,O
,:,O
,بی شک,O
,با,O
,استفاده,O
,از,O
,قوانین,O
,بین المللی,O
,می توان,O
,مشکلات,O
,این,O
,خلیج,O
,را,O
,شناسایی,O
,و,O
,چالش های,O
,آن,O
,را,O
,تحلیل,O
,کرد,O
,.,O
Sentence: 414,همایش,O
,بین المللی,O
,«,O
,خلیج,B_LOC
,فارس,I_LOC
,،,O
,ظرفیت ها,O
,و,O
,چالش های,O
,پیش,O
,روی,O
,»,O
,با,O
,هدف,O
,گرامیداشت,O
,روز,O
,ملی,O
,خلیج,B_LOC
,فارس,I_LOC
,و,O
,تبیین,O
,نقش,O
,و,O
,جایگاه,O
,خلیج,B_LOC
,فارس,I_LOC
,از,O
,بعد,O
,ژیوپولتیک,O
,،,O
,تاریخی,O
,،,O
,حقوقی,O
,و,O
,حاکمیت,O
,بیش,O
,از,O
,2500,O
,ساله,O
,ایران,B_LOC
,بر,O
,این,O
,آب راه,O
,بین المللی,O
,،,O
,با,O
,حضور,O
,آیت,O
,الله,O
,سیدمحمد,B_PER
,خامنه ای,I_PER
,رییس,O
,بنیاد,B_ORG
,ایرانشناسی,I_ORG
,و,O
,برخی,O
,مقام های,O
,علمی,O
,ایران,B_LOC
,و,O
,چند,O
,کشور,O
,خارجی,O
,در,O
,قشم,B_LOC
,برگزار,O
,شد,O
,.,O
Sentence: 415,در,O
,پایان,O
,این,O
,همایش,O
,از,O
,سفرنامه,O
,دریایی,O
,ناخدا,O
,عباس,B_PER
,دریانورد,I_PER
,در,O
,حضور,O
,آیت,O
,الله,O
,سیدمحمد,B_PER
,خامنه ای,I_PER
,رونمایی,O
,شد,O
,.,O
Sentence: 416,انتهای,O
,پیام,O
,/,O
,*,O
,سیاسی,O
,خلیج,B_LOC
,فارس,I_LOC
,قشم,B_LOC
,همایش,O
,ارتباط,O
,با,O
,سردبیر,O
,:,O
,newsroom@irna.ir,O
,تماس,O
,بی واسطه,O
,با,O
,مسیولین,O
Sentence: 417,بازنشر,O
,پیام,O
,رهبر,O
,معظم,O
,انقلاب,O
,به,O
,مناسبت,O
,روز,O
,شوراهای,O
,اسلامی,O
,؛,O
,شوراهای,O
,اسلامی,O
,در,O
,عمل,O
,با,O
,یکدیگر,O
,تفاهم,O
,و,O
,همدلی,O
,داشته,O
,باشند,O
,تهران,B_LOC
,-,O
,ایرنا,B_ORG
,-,O
,رهبر,O
,معظم,O
,انقلاب,O
,در,O
,پیامی,O
,به,O
,مناسبت,O
,آغاز,O
,به,O
,کار,O
,شوراهای,O
,اسلامی,O
,تاکید,O
,کردند,O
,:,O
,برای,O
,کسب,O
,توفیق,O
,در,O
,وظایف,O
,شوراهای,O
,اسلامی,O
,،,O
,شرط,O
,اول,O
,آن,O
,است,O
,که,O
,اعضا,O
,شوراهای,O
,اسلامی,O
,هر,O
,شهر,O
,یا,O
,روستا,O
,در,O
,عمل,O
,با,O
,یکدیگر,O
,تفاهم,O
,و,O
,همدلی,O
,داشته,O
,باشند,O
,.,O
Sentence: 418,بدون,O
,این,O
,شرط,O
,مهم,O
,،,O
,یقینا,O
,این,O
,نهاد,O
,تازه تاسیس,O
,نخواهد,O
,توانست,O
,برای,O
,مردم,O
,منشا,O
,خیر,O
,و,O
,صلاح,O
,گردد,O
,.,O
Sentence: 419,به,O
,گزارش,O
,ایرنا,B_ORG
,از,O
,پایگاه,B_ORG
,اطلاع رسانی,I_ORG
,دفتر,I_ORG
,حفظ,I_ORG
,و,I_ORG
,نشر,I_ORG
,آثار,I_ORG
,آیت,I_ORG
,الله,I_ORG
,العظمی,I_ORG
,خامنه ای,I_ORG
,،,O
,رهبر,O
,معظم,O
,انقلاب,O
,اسلامی,O
,به,O
,مناسبت,O
,آغاز,O
,به,O
,کار,O
,شوراهای,O
,اسلامی,O
,پیامی,O
,صادر,O
,فرمودند,O
,که,O
,توسط,O
,حجت,O
,الاسلام,O
,والمسلمین,O
,محمدی,B_PER
,گلپایگانی,I_PER
,رییس,O
,دفتر,B_ORG
,مقام,I_ORG
,معظم,I_ORG
,رهبری,I_ORG
,در,O
,مراسم,O
,افتتاحیه,O
,شوراهای,O
,سراسر,O
,کشور,O
,قرایت,O
,شد,O
,.,O
Sentence: 420,متن,O
,پیام,O
,به,O
,شرح,O
,زیر,O
,است,O
,.,O
Sentence: 421,بسم الله,O
,الرحمن,O
,الرحیم,O
,خدای,O
,متعال,O
,را,O
,شکر,O
,گزاریم,O
,که,O
,در,O
,انتخابات,O
,شوراها,O
,یک,O
,نهاد,O
,دیگر,O
,برای,O
,خدمت,O
,به,O
,مردم,O
,تاسیس,O
,شد,O
,و,O
,ملت,O
,ایران,B_LOC
,یک,O
,گام,O
,دیگر,O
,به,O
,تحقق,O
,کامل,O
,قانون,O
,اساسی,O
,مترقی,O
,جمهوری,B_ORG
,اسلامی,I_ORG
,نزدیک,O
,گشت,O
,.,O
Sentence: 422,اکنون,O
,که,O
,در,O
,سالروز,O
,پیام,O
,امام,O
,عزیز,O
,و,O
,در,O
,سالی,O
,که,O
,به نام,O
,گرامی,O
,آن,O
,یگانه ی,O
,دوران,O
,نامگذاری,O
,شده,O
,،,O
,این,O
,نهاد,O
,اصیل,O
,آغاز,O
,به,O
,کار,O
,میکند,O
,،,O
,از,O
,صمیم,O
,قلب,O
,آرزو,O
,میکنم,O
,که,O
,شوراهای,O
,اسلامی,O
,شهر,O
,و,O
,روستا,O
,بتواند,O
,در,O
,سمت,O
,اهداف,O
,والا,O
,و,O
,انقلاب,O
,بنیانگذار,O
,نظام,O
,اسلامی,O
,تلاش,O
,و,O
,فعالیت,O
,کند,O
,و,O
,در,O
,چهارچوب,O
,تکالیف,O
,قانونی,O
,خود,O
,به,O
,رفع,O
,مشکلات,O
,مردم,O
,بپردازد,O
,.,O
Sentence: 423,تقارن,O
,این,O
,مناسبت,O
,با,O
,ایام,O
,شهادت,O
,سالار,O
,شهیدان,O
,و,O
,پیشوای,O
,مجاهدان,O
,راه,O
,حق,O
,و,O
,آزادگی,O
,سلام الله علیه,O
,و,O
,علی,O
,الارواح,O
,التی,O
,حلت,O
,بفنایه,O
,،,O
,میتواند,O
,به,O
,این,O
,پدیده ی,O
,اسلامی,O
,،,O
,طراوت,O
,اخلاص,O
,و,O
,صفای,O
,عاشورایی,O
,ببخشد,O
,و,O
,آن,O
,را,O
,برای,O
,کشور,O
,و,O
,ملت,O
,ما,O
,ذخیره یی,O
,از,O
,امانت,O
,و,O
,تقوا,O
,و,O
,خدمت,O
,قرار,O
,دهد,O
,.,O
Sentence: 424,اکنون,O
,که,O
,بحمدالله,O
,مردم,O
,در,O
,انتخاباتی,O
,سراسری,O
,،,O
,اشخاص,O
,مورد,O
,اعتماد,O
,خود را,O
,برای,O
,این,O
,مسوولیت,O
,برگزیده اند,O
,،,O
,از,O
,انتخاب شوندگان,O
,محترم,O
,انتظار,O
,میرود,O
,که,O
,با,O
,تکیه,O
,و,O
,امید,O
,به,O
,فضل,O
,الهی,O
,بار,O
,این,O
,مسوولیت,O
,را,O
,بر,O
,دوش,O
,کشیده,O
,همه ی,O
,توان,O
,خود را,O
,به,O
,ادای,O
,وظایفی,O
,که,O
,در,O
,قانون,O
,برای,O
,این,O
,شوراها,O
,معین,O
,است,O
,،,O
,مصروف,O
,کنند,O
,و,O
,خدمت,O
,به,O
,مردم را,O
,که,O
,از,O
,بزرگترین,O
,عبادات,O
,است,O
,سرلوحه ی,O
,همه ی,O
,انگیزه های,O
,خود,O
,قرار,O
,دهند,O
,.,O
Sentence: 425,بر,O
,دولت,O
,و,O
,مسوولان,O
,محترم,O
,هم,O
,لازم,O
,است,O
,که,O
,از,O
,این,O
,امکان,O
,گران بها,O
,برای,O
,جلب,O
,مشارکت,O
,مردم,O
,در,O
,اموری,O
,که,O
,به,O
,شوراها,O
,محول,O
,شده,O
,است,O
,،,O
,به,O
,سود,O
,کشور,O
,و,O
,ملت,O
,حداکثر,O
,استفاده,O
,را,O
,بکنند,O
,.,O
Sentence: 426,اکنون,O
,در,O
,طلیعه ی,O
,فعالیت,O
,این,O
,نهاد,O
,مردمی,O
,شایسته,O
,میدانم,O
,اعضا,O
,محترم,O
,شوراها,O
,و,O
,مسوولان,O
,مربوط,O
,را,O
,به,O
,اموری,O
,تذکر,O
,دهم,O
,:,O
,1,O
,-,O
,برای,O
,کسب,O
,توفیق,O
,در,O
,وظایف,O
,شوراهای,O
,اسلامی,O
,،,O
,شرط,O
,اول,O
,آن,O
,است,O
,که,O
,اعضا,O
,شوراهای,O
,اسلامی,O
,هر,O
,شهر,O
,یا,O
,روستا,O
,در,O
,عمل,O
,با,O
,یکدیگر,O
,تفاهم,O
,و,O
,همدلی,O
,داشته,O
,باشند,O
,.,O
Sentence: 427,بدون,O
,این,O
,شرط,O
,مهم,O
,،,O
,یقینا,O
,این,O
,نهاد,O
,تازه تاسیس,O
,نخواهد,O
,توانست,O
,برای,O
,مردم,O
,منشا,O
,خیر,O
,و,O
,صلاح,O
,گردد,O
,.,O
Sentence: 428,مناقشات,O
,سیاسی,O
,و,O
,جناحی,O
,و,O
,ورود,O
,در,O
,هر,O
,اقدامی,O
,که,O
,اعضا,O
,شورای,O
,اسلامی,O
,را,O
,از,O
,اتحاد,O
,عملی,O
,خود,O
,دور,O
,کند,O
,،,O
,برای,O
,این,O
,شوراها,O
,مضر,O
,و,O
,ناروا,O
,است,O
,.,O
Sentence: 429,2,O
,-,O
,از آنجا که,O
,شوراها,O
,از,O
,مظاهر,O
,مشارکت,O
,مردمی,O
,و,O
,برای,O
,تسهیل,O
,امور,O
,مردم,O
,است,O
,،,O
,اعضا,O
,محترم,O
,ارتباط,O
,دایمی,O
,خود,O
,با,O
,مردم,O
,و,O
,حضور,O
,در,O
,میان,O
,آنان,O
,و,O
,اطلاع,O
,از,O
,مشکلات,O
,آنان,O
,را,O
,وظیفه ی,O
,مستمر,O
,خود,O
,بدانند,O
,و,O
,دسترسی,O
,مردم,O
,را,O
,به,O
,خود,O
,،,O
,آسان,O
,سازند,O
,.,O
Sentence: 430,3,O
,-,O
,حدود,O
